Loading (p.u.),Name,Bus1,Bus2,
1.052025564981809,Line.l(r:p5udt2507-p5uhs4_1247),p5udt2507-p5uhs4_1247x.1.2.3,p5udt2507.1.2.3,
1.053219834493224,Line.l(r:p5udm42527-p5udt14917lv),p5udt14917lv.1.2,p5udm42527.1.2,
1.0594245606241064,Line.sb2_p5uhs6_1247_362,sb2_p5uhs6_1247_bus_2_2.1.2.3,sb2_p5uhs6_1247_node_2_11.1.2.3,
1.071392644643918,Line.breaker(r:p1uts1_69-st_mat)p1u_265658,p1uts1_69-st_matx.1.2.3,p1uts1_69.1.2.3,
1.0916093286056867,Line.sb10_p3uhs12_1247_354,sb10_p3uhs12_1247_node_10_7.1.2.3,sb10_p3uhs12_1247_bus_10_1.1.2.3,
1.104249934567226,Line.sb2_p1uhs5_1247_362,sb2_p1uhs5_1247_bus_2_2.1.2.3,sb2_p1uhs5_1247_node_2_11.1.2.3,
1.1166876562841304,Line.sb10_p3uhs10_1247_354,sb10_p3uhs10_1247_node_10_7.1.2.3,sb10_p3uhs10_1247_bus_10_1.1.2.3,
1.120003659758616,Line.sb9_p5uhs3_1247_414,sb9_p5uhs3_1247_node_9_17.1.2.3,sb9_p5uhs3_1247_bus_9_3.1.2.3,
1.1274876709986155,Line.sb2_p5uhs7_1247_362,sb2_p5uhs7_1247_bus_2_2.1.2.3,sb2_p5uhs7_1247_node_2_11.1.2.3,
1.1281457216874222,Line.sb10_p5uhs22_1247_354,sb10_p5uhs22_1247_node_10_7.1.2.3,sb10_p5uhs22_1247_bus_10_1.1.2.3,
1.1561283255521007,Line.sb2_p5uhs8_1247_362,sb2_p5uhs8_1247_bus_2_2.1.2.3,sb2_p5uhs8_1247_node_2_11.1.2.3,
1.1611529903397426,Line.sb10_p3uhs4_1247_354,sb10_p3uhs4_1247_node_10_7.1.2.3,sb10_p3uhs4_1247_bus_10_1.1.2.3,
1.166194324348054,Line.sb2_p3uhs6_1247_362,sb2_p3uhs6_1247_bus_2_2.1.2.3,sb2_p3uhs6_1247_node_2_11.1.2.3,
1.1896570730571945,Line.sb10_p5uhs21_1247_354,sb10_p5uhs21_1247_node_10_7.1.2.3,sb10_p5uhs21_1247_bus_10_1.1.2.3,
1.207553584610811,Line.sb10_p5uhs19_1247_354,sb10_p5uhs19_1247_node_10_7.1.2.3,sb10_p5uhs19_1247_bus_10_1.1.2.3,
1.212938181255063,Line.sb10_p5uhs28_1247_354,sb10_p5uhs28_1247_node_10_7.1.2.3,sb10_p5uhs28_1247_bus_10_1.1.2.3,
1.2185968488493202,Line.sb2_p5uhs18_1247_362,sb2_p5uhs18_1247_bus_2_2.1.2.3,sb2_p5uhs18_1247_node_2_11.1.2.3,
1.2383257403856032,Line.sb10_p5uhs1_1247_354,sb10_p5uhs1_1247_node_10_7.1.2.3,sb10_p5uhs1_1247_bus_10_1.1.2.3,
1.245701434213197,Line.sb10_p1uhs20_1247_354,sb10_p1uhs20_1247_node_10_7.1.2.3,sb10_p1uhs20_1247_bus_10_1.1.2.3,
1.2543839469397007,Line.breaker(r:p3uts3_69-st_mat)p3u_206453,p3uts3_69-st_matx.1.2.3,p3uts3_69.1.2.3,
1.255237248634943,Line.sb10_p3uhs13_1247_354,sb10_p3uhs13_1247_node_10_7.1.2.3,sb10_p3uhs13_1247_bus_10_1.1.2.3,
1.2816978407820112,Line.sb9_p5uhs3_1247_413,sb9_p5uhs3_1247_node_9_18.1.2.3,sb9_p5uhs3_1247_bus_9_4.1.2.3,
1.2830946846836035,Line.sb2_p1uhs0_1247_362,sb2_p1uhs0_1247_bus_2_2.1.2.3,sb2_p1uhs0_1247_node_2_11.1.2.3,
1.4035287749925274,Line.sb10_p5uhs5_1247_354,sb10_p5uhs5_1247_node_10_7.1.2.3,sb10_p5uhs5_1247_bus_10_1.1.2.3,
1.410866283578858,Line.sb10_p5uhs17_1247_354,sb10_p5uhs17_1247_node_10_7.1.2.3,sb10_p5uhs17_1247_bus_10_1.1.2.3,
1.4846890145037448,Line.sb2_p5uhs4_1247_362,sb2_p5uhs4_1247_bus_2_2.1.2.3,sb2_p5uhs4_1247_node_2_11.1.2.3,
1.5051252655143856,Line.sb10_p3uhs8_1247_354,sb10_p3uhs8_1247_node_10_7.1.2.3,sb10_p3uhs8_1247_bus_10_1.1.2.3,
